text,coarse_label,fine_label,label,source_line
what kind of company is 7-eleven ?,HUM,gr,3,4660
what director made one silent and one sound version of the ten commandments ?,HUM,ind,3,5221
what did the confederate constitution say about slavery ?,DESC,desc,1,4426
where can i find the history of the hungarian language ?,LOC,other,4,5032
what color is most often used to symbolize truth ?,ENTY,color,2,3687
what song put james taylor in the limelight ?,ENTY,cremat,2,4283
what 's the population of mississippi ?,NUM,other,5,1856
"what schools in the washington , dc nn nn vbp nn nn nn nn .",HUM,gr,3,254
what is the largest and most expensive freeway construction project in the u.s. right now ?,LOC,other,4,4929
what does a pedometer measure ?,ENTY,other,2,4841
who was the first black golfer to tee off in the masters ?,HUM,ind,3,801
cnn began broadcasting in what year ?,NUM,date,5,207
who was america 's first public enemy no. 1 ?,HUM,ind,3,1086
what isps exist in the caribbean ?,HUM,gr,3,48
what 1964 film introduced the song my kind of town ?,ENTY,cremat,2,2825
who invented basketball ?,HUM,ind,3,4565
"who was the captain of the tanker , exxon valdez , involved in the oil spill in prince william sound , alaska , 1989 ?",HUM,ind,3,2496
what is the aim-54c phoenix ?,DESC,def,1,960
what are the ages in comic book lingo ?,ENTY,event,2,2746
which soft drink does madonna advertise for ?,ENTY,food,2,903
how do you convert foot-pounds to foot-inches ?,DESC,manner,1,2310
how do birds find their way back to the same place every year ?,DESC,manner,1,2097
what 's the capital of monaco ?,LOC,city,4,4128
what is the trademark of a washington redskin 's fan ?,ENTY,symbol,2,2256
how many superbowls have the ers won ?,NUM,count,5,2054
what are the four elements ?,ENTY,substance,2,339
what does nasa stand for ?,ABBR,exp,0,3521
what is the name of the american who was captured when his plane went down over syrian-held lebanon ?,HUM,ind,3,4006
how long was the oj simpson trial ?,NUM,period,5,3881
what asian gulf were the destroyers maddox and c turner joy shot up in ?,LOC,other,4,4302
what daily newspaper will `` help you see clearer across the usa '' ?,ENTY,cremat,2,4813
what is the wingspan of a condor ?,NUM,dist,5,736
what war did florence nightingale tend the troops in ?,ENTY,event,2,378
who wrote the poem that starts `` i love your lips when they 're wet with wine and red with a warm desire '' ?,HUM,ind,3,3445
what president also became a supreme court justice ?,HUM,ind,3,5230
what is the c programming language ?,DESC,def,1,1457
what is the oldest website on the internet ?,LOC,other,4,4851
what u.s. state ends with a g ?,LOC,state,4,1676
which police department made the all-time biggest cocaine bust in ventura county ?,HUM,gr,3,5131
"who was named admiral of the ocean seas and viceroy and governor general of all the islands he might discover , and also granted 10-?? of all profits of his voyage .",HUM,ind,3,738
"what inescapable purveyor of background music celebrated its 5th anniversary in july , 1984 ?",HUM,gr,3,1102
"what 1950 film won seven oscars , including best picture ?",ENTY,cremat,2,4933
what do you get by mixing gin and vermouth ?,ENTY,food,2,2494
"what king is satirized in the line : `` the king was in the countinghouse , counting all his money '' ?",HUM,ind,3,5213
what is the name of the art of growing miniature trees ?,ENTY,termeq,2,1998
what is the name of the largest water conservancy project in china ?,ENTY,event,2,2443
what geological time do we live in ?,NUM,date,5,4286
"when superman needs to get away from it all , where does he go ?",LOC,other,4,2876
what spice do chefs pay the most for ?,ENTY,food,2,2688
"what book opens : `` at a certain village in la mancha , which i shall not name.. . '' ?",ENTY,cremat,2,2499
what stephen king novel is set in a graveyard for pets ?,ENTY,cremat,2,4357
what is the date of boxing day ?,NUM,date,5,21
when was cigarette advertising banned on television and radio ?,NUM,date,5,5323
how many times in his 16-year national basketball associaton career was john havlicek a member of the all-star team ?,NUM,count,5,1651
who was the tallest u.s. president ?,HUM,ind,3,5224
where is amsterdam ?,LOC,other,4,1869
what was known as the spice island ?,LOC,other,4,503
"what is the approximate population of las vegas , n.m ?",NUM,other,5,1353
what is grenada 's main commodity export ?,ENTY,other,2,520
in what year did ireland elect its first woman president ?,NUM,date,5,814
what makes you fat ?,DESC,reason,1,4205
what organization is the security council a part of ?,HUM,gr,3,3598
what does hazmat stand for ?,DESC,def,1,2239
what seven digits follow the area code in the number for long distance information ?,NUM,code,5,3626
what is the text of the fifth amendment ?,DESC,desc,1,4866
how many children under 18 are victims of some sort of physical abuse each year ?,NUM,count,5,1087
where must a soccer goalie stand to be permitted to handle the ball ?,LOC,other,4,422
how many chemical elements are there ?,NUM,count,5,3149
what does nn o `` mean when used as a prefix in irish surnames ?,ABBR,exp,0,981
what is lung cancer ?,DESC,def,1,4008
"what was nine tailors , the television show from 1974 , about ?",DESC,desc,1,3193
what was the name of captain bligh 's ship ?,ENTY,veh,2,2616
how many bends are there in a standard paper clip ?,NUM,count,5,153
how many cards is each player dealt in contract bridge ?,NUM,count,5,4322
what 's the staff of life mentioned in the lord 's prayer ?,DESC,def,1,3703
"who says , `` if you don 't look good , we don 't look good '' ?",HUM,ind,3,2401
what painter popularized soup cans and brillo soap pad boxes ?,HUM,ind,3,5369
what city has a newspaper called the plain dealer ?,LOC,city,4,4460
how does a hurricane form ?,DESC,manner,1,2788
what was mae west 's last film ?,ENTY,cremat,2,4202
what london street is the home of british journalism ?,LOC,other,4,1027
what city or state do the most gay men live in ?,LOC,city,4,1652
what four elements make up 90 percent of the human body ?,ENTY,substance,2,4989
who was picasso ?,HUM,desc,3,4902
why shouldn 't you remove a bee stinger with tweezers ?,DESC,reason,1,4423
what dumb-but-loveable character did maurice gosfield play on the phil silvers show ?,HUM,ind,3,2137
what is a cartesian diver ?,DESC,def,1,1678
what 's the official animal of canada ?,ENTY,animal,2,282
"what soft drink first appeared in the old corner drug store in waco , texas , in 1885 ?",ENTY,food,2,1084
who is olive oyl 's brother ?,HUM,ind,3,4603
who co-starred with julie andrews in mary poppins ?,HUM,ind,3,3919
how many emperors were there in the roman empire ?,NUM,count,5,2849
"what is a term for behavior , appearance , or expression that violates the accepted standards of sexual morality ?",ENTY,termeq,2,3472
how is ` qigong ' properly pronounced ?,DESC,manner,1,4371
"what was the real name of writer ross macdonald , creator of the hero lew archer ?",HUM,ind,3,3818
how many people died when the estonia sank in 1994 ?,NUM,count,5,4541
what are the limits to `` self-defense ? '',DESC,desc,1,3421
what two countries in south america are landlocked ?,LOC,country,4,1999
how do i contact answers.com direct ?,DESC,manner,1,4996
what book is the follow-up to future shock ?,ENTY,cremat,2,1507
which city in china has the largest number of foreign financial companies ?,LOC,city,4,4870
what name does the world know renaissance artist kyriakos theotokopoulos by ?,HUM,ind,3,5352
what is a fear of speaking ?,ENTY,dismed,2,4855
what is the organizational structure of the new delhi indira gandhi airport ?,ENTY,other,2,3077
what causes headaches ?,DESC,reason,1,5216
what asian leader was known as the little brown saint ?,HUM,ind,3,668
what is one of the languages spoken by the sioux called ?,ENTY,lang,2,3309
what is the second hardest substance ?,ENTY,substance,2,626
who was the inventor of the stove ?,HUM,ind,3,1219
who is behind the name of the harvey wallbanger drink ?,HUM,ind,3,2736
how many colonies were involved in the american revolution ?,NUM,count,5,179
how can you tell if someone is lying ?,DESC,manner,1,2110
who is the monarch of the united kingdom ?,HUM,ind,3,679
what was the name of the first russian astronaut to do a spacewalk ?,HUM,ind,3,240
when did the use of `` the syringe '' first appear in medicinal history ?,NUM,date,5,5274
what are the only players eligible to score points in roller derby called ?,HUM,title,3,3352
what is the definition of a cascade ?,DESC,def,1,98
who invented the wonderbra ?,HUM,ind,3,2570
how much does the president get paid ?,NUM,money,5,1354
what 4-foot-9 actress in 1984 became the first performer to win an oscar for playing a character of the opposite sex ?,HUM,ind,3,3024
what is glass made of ?,ENTY,substance,2,1930
what letter is to the right of k on a typewriter keyboard ?,ENTY,letter,2,717
what is the definition of cecum ?,DESC,def,1,4747
how do you find oxidation numbers ?,DESC,manner,1,982
what is the only vegetable that starts with `` z '' ?,ENTY,food,2,4377
what is paracetamol ?,DESC,def,1,248
what is her profession ?,HUM,title,3,853
the name of the actor who played the detective in the film kindergarden cop is what ?,HUM,ind,3,2506
who built the first pyramid ?,HUM,gr,3,3273
what city was bobby kennedy assassinated in ?,LOC,city,4,3481
"what is the most important nation in the world , historically ?",LOC,country,4,5284
what are the top ten all-time money making nfl teams ?,HUM,gr,3,3331
when was the first flush toilet invented ?,NUM,date,5,1769
what is the name of the islamic counterpart to the red cross ?,ENTY,termeq,2,1928
where is tufts university ?,LOC,other,4,1036
how do you send a movie transcript to hollywood so that it can be produced into a film ?,DESC,manner,1,1181
silly putty was invented by whom ?,HUM,ind,3,1646
how do you address a chinese person ?,DESC,manner,1,2002
what kind of flowers does detective nero wolfe raise ?,ENTY,plant,2,1966
what engineer invented the pull-tab can ?,HUM,ind,3,2517
what is the tallest building in japan ?,LOC,other,4,1421
what non-alcoholic syrup is made from pomegranate juice ?,ENTY,food,2,2292
when is bastille day ?,NUM,date,5,629
what kind of education do i need to become a flight attendant ?,ENTY,other,2,745
what court does bob woodward describe in the brethren ?,HUM,gr,3,2077
what daughter of henry viii and anne boleyn became queen of england ?,HUM,ind,3,1289
what sign is the best love match for a horoscope sign ?,ENTY,symbol,2,2187
how much do tuberculosis combatting drugs cost ?,NUM,money,5,4935
what color tennis balls are used at wimbledon ?,ENTY,color,2,3276
name the french historical period during the reign of napoleon iii .,ENTY,event,2,3279
how many muscles does an oyster have ?,NUM,count,5,4787
what are the five most popular usenet groups ?,HUM,gr,3,4578
who invented the electric guitar ?,HUM,ind,3,5101
what is `` the only cigarette made with no leftovers '' ?,DESC,desc,1,4942
"what country surrounds san marino , the world 's smallest republic ?",LOC,country,4,4197
how many corners does a spritsail have ?,NUM,count,5,2541
what is the origin of the word `` attic '' ?,DESC,desc,1,102
what brand number graces the black label of a bottle of jack daniel 's ?,NUM,other,5,1594
what do humans catch zoonose diseases from ?,ENTY,other,2,4915
when was babe ruth born ?,NUM,date,5,4442
what kind of fruit is a yellow transparent ?,ENTY,food,2,4282
what are faults in the earth 's crust ?,DESC,def,1,5104
how many real fruit juices are there in a can of hawaiian punch ?,NUM,count,5,2649
which cats pursued tweety pie in his first cartoon appearance ?,ENTY,animal,2,2435
where is mile high stadium ?,LOC,other,4,3083
where are the 49 steps ?,LOC,other,4,171
what kind of women gave sigmund freud erotic dreams ?,HUM,ind,3,4971
how is it correct to say ` qigong ' ?,DESC,manner,1,412
what fictional character is known as the `` melancholy dane '' ?,HUM,ind,3,807
who wrote the farmer 's almanac ?,HUM,ind,3,2944
what does knight ridder publish ?,ENTY,cremat,2,3477
what is the most common boy 's or girl 's name ?,HUM,ind,3,4691
what were the trials called which followed world war ii ?,ENTY,event,2,1589
where is mccarren airport located ?,LOC,other,4,4436
who is the father of the computer ?,HUM,ind,3,1902
what california desert is dubbed high desert ?,LOC,other,4,2161
who is johnny carson ?,HUM,desc,3,2410
name a ballet company mikhail baryshnikov has danced for ?,HUM,gr,3,4751
what 's the difference between sleet and freezing rain ?,DESC,desc,1,1225
what is the weakest bone in the body ?,ENTY,body,2,2219
what song served as the closing theme of the johnny cash show ?,ENTY,cremat,2,446
"what was the first funk 'n lata , brazilian group , success ?",DESC,desc,1,1143
how many revolutions does a standard lp make in three minutes ?,NUM,count,5,236
who was the last u.s. president to reinstate selective service registration ?,HUM,ind,3,3169
what was the name of the daughter of the virginia chief powhatan that married john rolfe ?,HUM,ind,3,691
what color flies closest to the staff on belgium 's flag ?,ENTY,color,2,2274
how do websites like yahoo and excite make money ?,DESC,manner,1,3593
why are there 12 people on a jury in criminal cases ?,DESC,reason,1,1342
what is the abbreviation of the company name ` general motors ' ?,ABBR,abb,0,382
"what color , s , appear on boxes of kodak film ?",ENTY,color,2,2472
how does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,DESC,manner,1,1954
what country contains the highest point in south america ?,LOC,country,4,2985
who is the president of stanford university ?,HUM,ind,3,525
what was the living room war ?,DESC,def,1,4700
what rum is so `` mixable '' it is a one-brand bar ?,ENTY,food,2,242
what is power steering ?,DESC,def,1,4272
"what planet would you visit to see bebrenia , arcadia , and amazonis ?",LOC,other,4,2192
where 's the gum department store ?,LOC,other,4,2404
what are the words to the song sung by `` banana in pajamas '' ?,DESC,desc,1,2446
name of heroine in `` scruples '' ?,HUM,ind,3,4727
what is the world 's deadliest infectious disease ?,ENTY,dismed,2,4573
when did humans first begin to write history seriously ?,NUM,date,5,1757
when was john d. rockefeller born ?,NUM,date,5,3235
what is a good book to read for people who hate to read ?,ENTY,cremat,2,1583
what is the name of the american literary era that includes 1896 ?,ENTY,event,2,2336
who is the fastest swimmer in the world ?,HUM,ind,3,435
what is the origin of the candy cane at christmas ?,DESC,desc,1,3156
what is the cost of the drugs used in tuberculosis treatments ?,NUM,money,5,3188
what is a plant supplement ?,DESC,def,1,3843
who portrayed prewett in from here to eternity ?,HUM,ind,3,4359
what hard-of hearing artist painted sunflowers ?,HUM,ind,3,1555
what new year is celebrated on february 16th ?,ENTY,event,2,2798
who is the prime minister in norway ?,HUM,ind,3,4065
how do you fix squeaky floors ?,DESC,manner,1,4767
who is langston hughes ?,HUM,desc,3,2318
what city has the two steepest streets in the u.s. ?,LOC,city,4,4985
when was calypso music invented ?,NUM,date,5,2294
what season begins with the vernal equinox ?,NUM,date,5,1895
where was chop suey invented ?,LOC,other,4,3753
who founded the unification church ?,HUM,ind,3,3349
what is the nickname for the state of mississippi ?,LOC,state,4,84
how many sides does an obelisk have ?,NUM,count,5,4229
"what was mao , the chinese leader 's , full name ?",HUM,ind,3,4305
what u.s. state is mammoth cave national park in ?,LOC,state,4,5238
"what is the current population for these countries : france , spain , italy , greece , austria , germany , switzerland , the netherlands ?",NUM,count,5,3153
in what year did thatcher become prime minister ?,NUM,date,5,169
"who is the richest person in the world , without owning a business ?",HUM,ind,3,4251
who killed kurt cobain ?,HUM,ind,3,3009
where is the kalahari desert ?,LOC,other,4,192
which area produces the least acidic coffee ?,LOC,other,4,2254
what is the term for a group of geese ?,ENTY,termeq,2,1777
who shared a new york city apartment with roger maris the year he hit 61 home runs ?,HUM,ind,3,3384
"what is the name of the ` female ' counterpart to el nino , which results in cooling temperatures and very dry weather ?",ENTY,termeq,2,4861
how much did mercury spend on advertising in 1993 ?,NUM,money,5,4521
what is a bone marrow transplant meant for ?,DESC,def,1,3735
how do i give a good massage ?,DESC,manner,1,1901
how do you build a solar car for a high school experiment ?,DESC,manner,1,3379
what civil war was fought between 1936 and 1939 ?,ENTY,event,2,1331
how do i sing like elvis presley ?,DESC,manner,1,1932
what does `` antidisestablishmentarianism '' mean ?,DESC,def,1,794
which drug is commonly used to treat aids ?,ENTY,dismed,2,1107
where in the americas is it only 47 miles from the atlantic to the pacific ?,LOC,other,4,5168
what is the chemical reactivity of neon ?,NUM,other,5,4849
what does ribavirin consist of ?,ENTY,substance,2,579
name the largest country in south america .,LOC,country,4,919
name the men 's cologne that is associated with the sea .,ENTY,other,2,4616
what 's the most common surname in america ?,HUM,ind,3,1946
why do people in the upper peninsula of michagin say `` eh ? '' ?,DESC,reason,1,1138
what is the dialogue circle in cartoons called ?,ENTY,termeq,2,956
what is the time it takes a typist to type a screenplay that is 100 pages long ?,NUM,period,5,2677
what letter does gorbachev 's middle name start with ?,ENTY,letter,2,4203
what are the different approaches of systems analysis ?,ENTY,techmeth,2,349
what is the name of the dog on the cracker jack box ?,ENTY,animal,2,1906
what 's the term for a young fox ?,ENTY,termeq,2,58
where is the human skin least sensitive ?,ENTY,body,2,2670
what famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?,HUM,gr,3,3287
what monarch signed the magna carta ?,HUM,ind,3,5180
what class of animals makes up more than two-thirds of known species ?,ENTY,animal,2,4124
how do i find the balance of my social security account ?,DESC,manner,1,290
what is the half-life of p-32 ?,DESC,def,1,1339
what happened during the blackhawk indian war of 1832 ?,DESC,desc,1,748
what 's the dumbest domesticated animal ?,ENTY,animal,2,3546
what are the highest-paying odds on a roulette table ?,NUM,perc,5,2081
why was the l.a. office of shea and gould closed ?,DESC,reason,1,762
who was actress june havoc 's legendary sister ?,HUM,ind,3,5240
what foods contain vitamin b12 ?,ENTY,food,2,4893
what is the meaning of `` cpr '' ?,DESC,def,1,3799
who portrayed george m. cohan in 1942 's yankee doodle dandy ?,HUM,ind,3,5147
what did warlock wear on his forehead in marvel comics ?,ENTY,other,2,4742
what 's the largest u.s. agricultural crop by weight ?,ENTY,food,2,2602
how does a rainbow form ?,DESC,manner,1,331
what is a fear of jealousy ?,ENTY,dismed,2,3232
what are the most albums sold by one artist or band ?,ENTY,cremat,2,2893
what american actress was the first to be called a `` vamp '' ?,HUM,ind,3,2749
what was the effect of the yalta conference ?,DESC,desc,1,5295
who 's the only president buried in washington,HUM,ind,3,4924
who was credited with saying : `` i never met a man i did n't like '' ?,HUM,ind,3,1700
"what was introduced commercially by bayer a.g. of leverkusen , in 1899 ?",ENTY,other,2,527
what are the top five oil-producing countries in the world ?,LOC,country,4,3812
what war saw a naval battle between the luxury liners cap trafalgar and the carmania ?,ENTY,event,2,1149
what president-to-be was the first member of congress to enlist following the attack on pearl harbor ?,HUM,ind,3,786
"what are some fun things to do in cozumel , mexico for teenagers ?",DESC,desc,1,2484
who developed potlatch ?,HUM,ind,3,2989
what is the best distance education university or college ?,HUM,gr,3,1878
what is the name of a book written by aaron hass ?,ENTY,cremat,2,5018
how many colleges are in wyoming ?,NUM,count,5,546
how do anti-locking brakes work ?,DESC,manner,1,5121
where does the song anything goes take place ?,LOC,other,4,3301
what is the name of the planet that the ewoks live on ?,LOC,other,4,2135
where do the blackhawks maintain their operations ?,LOC,other,4,2166
how do you throw a housewarming party ?,DESC,manner,1,3052
what 's the most abundant element in the sun ?,ENTY,substance,2,1434
what former president 's daughter has written a book titled murder in the white house ?,HUM,ind,3,806
who was the 3rd president of the united states ?,HUM,ind,3,4396
what day of the week sees the most fatal car accidents ?,NUM,date,5,640
"who was the columbia pictures head who forged actor cliff robertson 's name on a $1 , 000 check ?",HUM,ind,3,3316
name the three races unleashed by the celestials in marvel comics .,HUM,gr,3,3067
how do they produce vitamins ?,DESC,manner,1,3595
what are the cookies in internet ?,DESC,def,1,3946
what do you say to a friend who ignores you for other friends ?,DESC,desc,1,5002
how many mountains have been named for presidents in the continental usa ?,NUM,count,5,5057
who was secretary of state during the nixon administration ?,HUM,ind,3,2402
how do you get bubblegum out of carpet ?,DESC,manner,1,4770
what comedian hit the tv screen in 1951 with the nbc afternoon show time for ernie ?,HUM,ind,3,2982
what is the world 's largest distilling company ?,HUM,gr,3,4711
what country received all the nobel prizes awarded in 1976 ?,LOC,country,4,1081
what king boycotted prince charles 's wedding ?,HUM,ind,3,4607
what 's the name of jacques cousteau 's research ship ?,ENTY,veh,2,1056
what was the claim to fame of king camp gillette ?,DESC,reason,1,778
what do you call a poker hand with five cards of the same suit ?,ENTY,termeq,2,1781
how many months does a normal human pregnancy last ?,NUM,count,5,821
in what city is the famed st. mark 's square ?,LOC,city,4,1033
who is the most sexy celebrity ?,HUM,ind,3,4469
what 1976 deep throat clone provides the leading lady with a second larynx ?,ENTY,other,2,4150
name the first private citizen to fly in space .,HUM,ind,3,1481
what are the ten safest american cities for pedestrians ?,LOC,city,4,3533
what is a fear of cold ?,ENTY,dismed,2,1130
what after-dinner treat was invented in 1916 at the george jung noodle factory in los angeles ?,ENTY,food,2,4784
what country did the mau mau uprising take place in ?,LOC,country,4,3514
what was the name of the titanic 's captain ?,HUM,ind,3,4726
what is the best art and design school in the world ?,HUM,gr,3,3518
how many canadians emmigrate each year ?,NUM,count,5,1011
what is the length of border between the ukraine and russia ?,NUM,dist,5,3795
name the country which honecker lived in .,LOC,country,4,3530
what else has the swastika stood for ?,DESC,def,1,2661
"what river runs through colorado , kansas , and oklahoma ?",LOC,other,4,3337
who was president of costa rica in 1994 ?,HUM,ind,3,941
how much calcium should an adult female have daily ?,NUM,count,5,5143
what 's been the ruin of many a poor boy in new orleans ?,ENTY,other,2,5026
what is an isthmus ?,DESC,def,1,815
what are cushman and wakefield known for ?,DESC,reason,1,70
name the various super-teams to which the angel has belonged .,HUM,gr,3,1054
what 's the biggest-selling u.s. magazine aimed at a black audience ?,ENTY,cremat,2,5271
"how can people from ireland come to the u.s. , work , and then return to ireland ?",DESC,manner,1,4947
what is the west virginia state animal ?,ENTY,animal,2,4697
why is the grass green ?,DESC,reason,1,497
what 's the name of the tokyo stock exchange ?,ENTY,termeq,2,2375
what condiment do the dutch dip their french fries in ?,ENTY,food,2,5065
what soft drink would provide me with the biggest intake of caffeine ?,ENTY,food,2,968
who liberated 19th century sicily and naples ?,HUM,ind,3,3644
who 's the king of swing ?,HUM,ind,3,3699
what is a fear of points ?,ENTY,dismed,2,4399
what is the normal resting heart rate of a healthy adult ?,NUM,other,5,332
where did the marriage ceremony come from ?,DESC,desc,1,5088
what is the cultural origin of the ceremony of potlatch ?,DESC,desc,1,4255
who was the king who signed the magna carta ?,HUM,ind,3,3497
where did guinea pigs originate ?,LOC,other,4,1124
how old is stevie wonder ?,NUM,period,5,1512
what 1956 grace metalious novel was on the best-seller list for two years ?,ENTY,cremat,2,3066
what are the names of jacques cousteau 's two sons ?,HUM,ind,3,3830
who said : `` the victor will never be asked if he told the truth '' ?,HUM,ind,3,2311
when did they canonize the bible ?,NUM,date,5,2842
who is the french literary charcter who is chiefly famous for his enormous nose ?,HUM,ind,3,4195
what film dramatized the scopes monkey trial ?,ENTY,cremat,2,2949
what was the name of randy craft 's lawyer ?,HUM,ind,3,3907
what is shirley maclaine known as ?,ENTY,termeq,2,3789
what baseball expression came from the nautical term for ships sailing between the atlantic and pacific before the panama canal ?,DESC,desc,1,2270
what impenetrable system of french fortifications was built along the german frontier before world war ii ?,ENTY,other,2,4586
how many athletes did puerto rico enter in the 1984 winter olympics ?,NUM,count,5,5439
what is the origin of the christmas tree ?,DESC,desc,1,2822
what film opens with an assassin tumbling from the seattle space needle ?,ENTY,cremat,2,3635
how does rabies spread ?,DESC,manner,1,2107
"what anesthetic did queen victoria allow to be used for the birth of her seventh child , in 1853 ?",ENTY,dismed,2,3094
where on the internet can i get information about the fifth amendment on the american bill of rights ?,LOC,other,4,561
what bread company used to feature stickers of the cisco kid on the ends of their packages ?,HUM,gr,3,2780
what is the word for love of pain or abuse ?,ENTY,word,2,2841
what diminutive american female gymnast stole the show at the 1984 olympics ?,HUM,ind,3,252
what democratic prankster waved the train out of the station while richard nixon spoke from the caboose ?,HUM,ind,3,4212
what sport does chris jogis play ?,ENTY,sport,2,4736
what sprawling u.s. state boasts the most airports ?,LOC,state,4,16
what is a fear of being alone ?,ENTY,dismed,2,587
what is nicholas cage 's profession ?,HUM,title,3,4070
who did jackie kennedy commission to write the death of a president ?,HUM,ind,3,1106
how does general mills manufacture cheerios ?,DESC,manner,1,4780
what `` marvelous '' major-league baseball player is now a spokesman for a beer company ?,HUM,ind,3,2612
how many shillings more than 2 were there in a guinea ?,NUM,count,5,1584
what is the brand name of a chemical used to control ripening ?,ENTY,product,2,3157
"what day is august 13 , 1971 ?",NUM,date,5,1179
how do you box train a cat ?,DESC,manner,1,2683
what was the name of the `` little rascals '' dog ?,ENTY,animal,2,142
woodrow wilson served as president of what university ?,HUM,gr,3,703
what did thomas paine write ?,ENTY,cremat,2,3248
who do herb and tootsie live next door to ?,HUM,ind,3,65
who gave us the `` rolling writer '' ?,HUM,ind,3,5132
what is the name of the city that maurizio pellegrin lives in ?,LOC,city,4,180
who holds the career record for the most major league home runs ?,HUM,ind,3,2975
what sport is played on the largest field ?,ENTY,sport,2,1478
what british prime minister and u.s. president were seventh cousins once-removed ?,HUM,ind,3,4716
which city in canada is the least-populated ?,LOC,city,4,1511
what province is edmonton located in ?,LOC,state,4,1049
what are the requirements for becoming a citizen of australia ?,DESC,desc,1,3329
what is a hormone ?,DESC,def,1,5126
which of the five senses develops first ?,ENTY,other,2,4546
what is dick clark 's date of birth ?,NUM,date,5,2416
what is the largest city in the world ?,LOC,city,4,2261
what was the longest war in u.s. history ?,ENTY,event,2,4386
how do plants make food ?,DESC,manner,1,4289
what 's the name of the wilkes plantation in gone with the wind ?,LOC,other,4,3542
how tall was the animated king kong ?,NUM,dist,5,4641
what city is served by tempelhol airport ?,LOC,city,4,3409
who 's the only man to have won the olympic decathlon twice ?,HUM,ind,3,1915
what format was the major competition of vhs ?,ENTY,other,2,4571
how much is clara peller being paid by wendy 's to say `` where 's the beef '' ?,NUM,money,5,2285
what does the abbreviation oas stand for ?,ABBR,exp,0,3739
what is the longest place name in the u.s. ?,LOC,other,4,758
who found hawaii ?,HUM,ind,3,4104
what country is the origin of the band the creeps ?,LOC,country,4,2934
who was the first woman golfer to earn a million ?,HUM,ind,3,340
what film had bette davis creating a scandal by wearing a daring red gown to a society ball ?,ENTY,cremat,2,2771
why does a woman have to be a virgin to be a nun ?,DESC,reason,1,3768
what is goulash ?,DESC,def,1,4614
how many types of dogs ' tails are there - three,NUM,count,5,403
what was the killer whale who died at sea world of a fungal infection named ?,ENTY,animal,2,4830
how can you define time ?,DESC,def,1,3785
what actor dressed up as santa claus and had a once-a-year affair with actress shelley winters every christmas for many years ?,HUM,ind,3,1621
what state has the longest great lakes shoreline ?,LOC,state,4,1675
what broadway musical was inspired by cervantes 's don quixote ?,ENTY,cremat,2,144
what are the nordic nations ?,LOC,country,4,560
when was nostradamus born ?,NUM,date,5,5150
what country boasts the most dams ?,LOC,country,4,1688
what happens to used motor oil ?,DESC,desc,1,3172
how do you do a bibliography page ?,DESC,manner,1,3847
what is the kashmir issue ?,DESC,def,1,60
"where is natchitoches , louisiana ?",LOC,other,4,3398
why are electric cars less efficient in the northeast than in california ?,DESC,reason,1,879
what country is the largest diamond producer ?,LOC,country,4,4108
what is a fear of punishment ?,ENTY,dismed,2,2587
"on average , how long time does it take to type a screenplay ?",NUM,period,5,2592
how many people die from tuberculosis each year ?,NUM,count,5,3917
what is the one thing you need before you can purchase life insurance ?,ENTY,other,2,2123
which of the following rock 'n roll stars has a `` star '' on hollywood boulevard ?,HUM,ind,3,1573
what are tourist attractions in reims ?,LOC,other,4,1111
what is a technique popularly used to detect birth defects ?,ENTY,techmeth,2,3261
"what celestial body has a diameter of 864 , 000 miles ?",LOC,other,4,3457
what author was appointed u.s. ambassador to spain in 1842 ?,HUM,ind,3,4274
who are cartoondom 's super six ?,HUM,gr,3,5163
how many calories are in a tomato ?,NUM,count,5,1147
who made the rotary engine automobile ?,HUM,gr,3,5253
what is the largest shopping mall in the world ?,LOC,other,4,1438
what 's the second-lightest element ?,ENTY,substance,2,1319
what percentage of the body is muscle ?,NUM,perc,5,605
what tv sitcom character had the maiden name ethel potter ?,HUM,ind,3,490
what horse did zorro ride ?,ENTY,animal,2,765
what letter adorns the flag of rwanda ?,ENTY,letter,2,1426
what is one of the cities that the university of minnesota is located in ?,LOC,city,4,1282
what 's the only east european country not tied to the ruble ?,LOC,country,4,3786
name the u.s. senate majority leader and the speaker of the house .,HUM,ind,3,4844
how many rows of sprocket holes does a roll of 35-millimeter film have ?,NUM,count,5,1307
what are the statistics for drunken drivers in maryland ?,NUM,other,5,3353
why does a candle go out when we blow on it ?,DESC,reason,1,3987
how can i get someone 's email address ?,DESC,manner,1,4177
how many spaces follow a period at the end of a sentence ?,NUM,count,5,3294
what 's the most commonly-spoken language in belgium ?,ENTY,lang,2,473
what do you call a section of your finger from one joint to another ?,ENTY,termeq,2,5313
what can you be fined for having a dog on a beach ?,NUM,money,5,1416
who is the director and editor of the movie big starring tom hanks ?,HUM,ind,3,4325
who founded the modern theory of probability ?,HUM,ind,3,3696
what sports event is meyer wolfsheim supposed to have fixed in the great gatsby ?,ENTY,sport,2,942
how do you determine if a computer monitor has an svga adapter ?,DESC,manner,1,2831
what category does the color pink denote in the trivial pursuit baby boomer edition ?,DESC,def,1,4980
how did super president gain his powers on the animated series ?,DESC,manner,1,4640
who is the leader of brunei ?,HUM,ind,3,4350
what does each of the utilities cost in monopoly ?,NUM,money,5,1395
kosovo is a province of what country ?,LOC,state,4,3909
how do ouija boards work ?,DESC,manner,1,764
